Season,Week,Match Date,Home Team,Away Team,Home Goals,Away Goals,Home Performance,Away Performance,Home Formation,Away Formation,Home Players,Away Players
19/20,Round 28,21/06/20,Galatasaray,Gaziantep,3,3,6.66,6.59,4-1-4-1,5-3-2,O. Kocuk; Mariano; A. Çalık; (c) M. Lemina; M. Saracchi; J. M. Seri; S. Feghouli; Y. Belhanda; E. Akbaba; H. Onyekuru; R. Falcao,(c) G. Güvenç; O. Ceylan; P. Djilobodji; J. A. Kana-Biyik; A. Toșca; M. E. Uğurlu; G. Vural; J. Junior; A. Maxim; K. Özer; O. Kayode
19/20,Round 28,21/06/20,Konyaspor,Sivasspor,2,2,6.87,6.69,4-1-4-1,4-3-3,S. Kırıntılı; N. Skubic; U. Demirok; M. Aničić; G. H. Sityá; J. Jønsson; L. Shengelia; A. Hadžiahmetović; D. Milošević; (c) Ö. A. Şahiner; R. Bajić,M. Samassa; M. Goiano; A. Appindangoyé; C. Osmanpaşa; U. Çiftçi; Claudemir; F. Aksoy; (c) Z. Erdal; Y. Öztekin; A. Koné; E. Yeşilyurt
19/20,Round 28,22/06/20,Alanyaspor,Trabzonspor,2,2,6.95,6.71,4-2-3-1,4-2-3-1,Marafona; Baiano; S. Caulker; G. Tzavellas; F. N'Sakala; C. Gülselam; S. Uçan; (c) E. Karaca; A. Bakasetas; J. Fernandes; P. D. Cissé,U. Çakır; (c) J. Pereira; M. Hosseini; G. Campi; F. Novák; B. Ndiaye; A. Parmak; Guilherme Marques; A. Ömür; C. Ekuban; A. Sørloth
19/20,Round 28,22/06/20,Antalyaspor,Rizespor,3,1,6.95,6.47,4-2-3-1,4-4-2,R. Boffin; B. Balcı; V. Sarı; E. Gülüm; F. Kudryashov; (c) H. Özmert; Fredy; S. Gümüş; L. Podolski; A. d. Silva; A. Jahović,T. Çetin; M. Morozyuk; M. Talbi; I. Fernandes; D. Melnjak; T. Torun; A. Vetrih; I. Diomandé; (c) B. Samudio; D. Garmash; M. Škoda
19/20,Round 27,12/06/20,Fenerbahçe,Kayserispor,2,1,6.64,6.44,4-2-3-1,4-2-3-1,A. Bayındır; N. Dirar; S. Aziz; S. Falette; D. Türüç; (c) O. Tufan; L. Gustavo; F. Kadıoğlu; M. Ekici; G. Rodrigues; M. Erdinç,(c) S. Lung Jr.; Z. Kvržić; C. Săpunaru; D. Angelo; E. Taşdemir; B. Rienstra; B. D. Djédjé; H. H. Acar; B. Mensah; A. Kravets; M. Mešanovič
19/20,Round 27,12/06/20,Göztepe,Trabzonspor,1,3,6.65,6.85,4-2-3-1,4-2-3-1,(c) Beto; M. Paluli; A. Öztürk; Titi; B. Emir; S. Aydoğdu; A. Castro; H. Akbunar; S. Napoleoni; S. Gürler; C. Jerome,U. Çakır; (c) J. Pereira; M. D. Costa; G. Campi; F. Novák; A. Ömür; A. Parmak; Guilherme Marques; C. Ekuban; A. N. Nwakaeme; A. Sørloth
19/20,Round 27,13/06/20,Başakşehir,Alanyaspor,2,0,7.17,6.72,4-2-3-1,4-2-3-1,M. Günok; J. Caiçara; M. Škrtel; A. Epureanu; G. Clichy; (c) M. Tekdemir; İ. C. Kahveci; E. Višća; D. Aleksić; E. Crivelli; D. Ba,Marafona; Juanfran; S. Caulker; G. Tzavellas; F. N'Sakala; C. Gülselam; S. Uçan; (c) E. Karaca; A. Bakasetas; J. Fernandes; P. D. Cissé
19/20,Round 27,13/06/20,Beşiktaş,Antalyaspor,1,2,6.87,6.86,4-2-3-1,4-2-3-1,E. Destanoğlu; G. Gönül; D. Vida; V. Ruiz; R. Yılmaz; (c) A. Hutchinson; M. Elneny; A. Diaby; K. Boateng; T. Boyd; G. Yalçın,R. Boffin; N. Sangaré; V. Sarı; O. Čelůstka; F. Kudryashov; (c) H. Özmert; Fredy; S. Gümüş; L. Podolski; A. d. Silva; A. Jahović
19/20,Round 27,13/06/20,Yeni Malatyaspor,Kasımpaşa,1,2,6.76,6.84,4-4-2,4-2-3-1,F. Farnolle; (c) I. Chebake; A. Mina; R. Yalçın; S. Aytaç; U. Bulut; A. Afriyie; M. Donald; T. Bifouma; G. Töre; V. Örn Kjartansson,R. Köse; F. Hadergjonaj; Z. Šarlija; Y. Meriah; O. Haddadi; M. Tirpan; A. Kara; (c) R. Quaresma; H. Hajradinović; M. Thiam; B. Koita
19/20,Round 27,14/06/20,Gençlerbirliği,Konyaspor,2,1,6.81,6.86,4-2-3-1,4-1-4-1,K. Nordfeldt; E. Özgenç; F. Ramos; Z. Touré; H. I. Pehlivan; Y. Pehlivan; (c) S. Sessègnon; D. Candeias; M. Seuntjens; G. Sio; B. Stancu,S. Kırıntılı; (c) A. Turan; U. Demirok; M. Aničić; G. H. Sityá; J. Jønsson; L. Shengelia; A. Hadžiahmetović; P. Hurtado; D. Milošević; R. Bajić
19/20,Round 27,14/06/20,Rizespor,Galatasaray,2,0,6.9,6.66,4-2-3-1,4-1-4-1,T. Çetin; M. Morozyuk; M. Talbi; I. Fernandes; D. Melnjak; I. Diomandé; A. Vetrih; T. Torun; D. Garmash; (c) B. Samudio; M. Škoda,(c) F. Muslera; Mariano; R. Donk; A. Çalık; M. Saracchi; M. Lemina; S. Feghouli; J. M. Seri; Ö. Bayram; H. Onyekuru; R. Falcao
19/20,Round 27,14/06/20,Gaziantep,Ankaragücü,1,1,6.83,6.69,5-3-2,4-2-3-1,(c) G. Güvenç; O. Ceylan; P. Djilobodji; J. A. Kana-Biyik; A. Toșca; J. Morais; G. Vural; A. Sousa; A. Maxim; O. Kayode; M. Demir,R. Friedrich; S. Kitsiou; (c) A. Kulušić; M. Pazdan; A. Turan; D. Łukasik; T. Pinto; S. Lobjanidze; E. Scarione; G. Rodrigues; D. Orgill
19/20,Round 27,15/06/20,Sivasspor,Denizlispor,1,0,6.98,6.69,4-3-3,4-1-4-1,M. Samassa; B. Yardımcı; A. Appindangoyé; C. Osmanpaşa; U. Çiftçi; F. Aksoy; Claudemir; M. H. Yandaş; (c) E. Kılınç; M. Yatabaré; E. Yeşilyurt,T. Acar; Z. Yavru; O. Yılmaz; M. Yumlu; Z. Bergdich; R. Murawski; H. Sacko; O. Şahan; I. Aissati; (c) H. Rodallega; Ó. Estupiñán
19/20,Round 26,13/03/20,Kasımpaşa,Göztepe,2,0,7.15,6.71,4-2-3-1,4-2-3-1,(c) R. Köse; M. Tirpan; Z. Šarlija; Y. Meriah; O. Haddadi; T. Serbest; A. Kara; D. Ndongala; H. Hajradinović; M. Thiam; B. Koita,(c) Beto; L. Gassama; C. Borges; Titi; B. Emir; A. B. Poko; A. Castro; H. Akbunar; M. Mossoró; Z. Tripić; K. Wilczek
19/20,Round 26,13/03/20,Ankaragücü,Rizespor,2,1,6.77,6.81,4-2-3-1,4-2-3-1,R. Friedrich; S. Kitsiou; A. Kulušić; M. Pazdan; A. Turan; D. Łukasik; R. Faty; K. Michalak; (c) S. Ağçay; G. Rodrigues; D. Orgill,G. Akkan; M. Morozyuk; M. Talbi; B. Albayrak; D. Melnjak; (c) A. Durak; I. Diomandé; F. Boldrin; D. Garmash; B. Samudio; M. Škoda
19/20,Round 26,14/03/20,Denizlispor,Gençlerbirliği,1,0,7.17,6.81,4-2-3-1,4-2-3-1,A. Stachowiak; Z. Yavru; O. Yılmaz; M. Yumlu; O. Şahan; O. Onazi; I. Aissati; (c) H. Rodallega; R. Niyaz; M. Barrow; Ó. Estupiñán,K. Nordfeldt; A. Oğuz; F. Ramos; Z. Touré; H. I. Pehlivan; B. A. Özdemir; F. Baiano; G. Sio; (c) S. Sessègnon; D. Candeias; M. Seuntjens
19/20,Round 26,14/03/20,Alanyaspor,Gaziantep,1,0,6.93,6.64,4-2-3-1,5-3-2,Marafona; O. Bulut; S. Caulker; G. Tzavellas; F. N'Sakala; C. Gülselam; S. Uçan; (c) E. Karaca; A. Bakasetas; J. Fernandes; P. D. Cissé,(c) G. Güvenç; O. Ceylan; P. Djilobodji; J. A. Kana-Biyik; A. Toșca; J. Morais; G. Vural; J. Junior; A. Maxim; O. Kayode; K. Özer
19/20,Round 26,14/03/20,Konyasporx2,Fenerbahçe,1,0,6.75,6.78,4-1-4-1,4-1-4-1,E. Taşkıran; Ö. A. Şahiner; (c) S. Ay; U. Demirok; G. H. Sityá; J. Jønsson; L. Shengelia; A. Hadžiahmetović; D. Milošević; N. Skubic; R. Bajić,H. Tekin; Mauricio Isla; Jailson; L. Gustavo; H. A. Kaldırım; (c) E. Belözoğlu; M. Ekici; M. Zajc; T. Ciğerci; G. Rodrigues; V. Muriqi
19/20,Round 26,15/03/20,Kayserispor,Yeni Malatyaspor,2,1,7.04,6.71,4-1-4-1,4-2-3-1,(c) S. Lung Jr.; Z. Kvržić; C. Săpunaru; D. Angelo; E. Taşdemir; Campanharo; H. H. Acar; B. D. Djédjé; B. Mensah; P. Henrique; M. Mešanovič,F. Farnolle; I. Chebake; A. Mina; M. Akbaş; S. Aytaç; R. Yalçın; A. Afriyie; (c) M. Yildirim; G. Töre; M. Fofana; U. Bulut
19/20,Round 26,15/03/20,Trabzonspor,Başakşehir,1,1,6.85,6.91,4-2-3-1,4-2-3-1,U. Çakır; J. Pereira; M. D. Costa; G. Campi; F. Novák; (c) J. Sosa; A. Parmak; A. Ömür; A. N. Nwakaeme; C. Ekuban; A. Sørloth,M. Günok; J. Caiçara; M. Škrtel; C. Ponck; G. Clichy; (c) M. Tekdemir; İ. C. Kahveci; E. Višća; D. Aleksić; F. Gulbrandsen; D. Ba
19/20,Round 26,15/03/20,Galatasaray,Beşiktaş,0,0,7.05,6.92,4-2-3-1,4-2-3-1,(c) F. Muslera; Mariano; R. Donk; Marcão; M. Saracchi; J. M. Seri; M. Lemina; S. Feghouli; Y. Belhanda; H. Onyekuru; R. Falcao,L. Karius; G. Gönül; D. Vida; V. Ruiz; C. Erkin; A. Hutchinson; M. Elneny; T. Boyd; K. Boateng; G. N'Koudou; (c) B. Yılmaz
19/20,Round 26,16/03/20,Antalyaspor,Sivasspor,1,0,7.26,6.71,4-2-3-1,4-2-3-1,R. Boffin; N. Sangaré; V. Sarı; O. Čelůstka; F. Kudryashov; (c) H. Özmert; Fredy; S. Gümüş; L. Podolski; A. d. Silva; A. Jahović,M. Samassa; M. Goiano; A. Appindangoyé; C. Osmanpaşa; U. Çiftçi; (c) H. Arslan; F. Aksoy; E. Kılınç; M. H. Yandaş; Y. Öztekin; M. Yatabaré
19/20,Round 25,06/03/20,Beşiktaş,Ankaragücü,2,1,6.85,6.56,4-2-3-1,4-2-3-1,L. Karius; J. Lens; D. Vida; V. Ruiz; C. Erkin; M. Elneny; A. Hutchinson; T. Boyd; K. Boateng; G. N'Koudou; (c) B. Yılmaz,R. Friedrich; S. Kitsiou; A. Kulušić; M. Pazdan; A. Turan; D. Łukasik; R. Faty; K. Michalak; (c) S. Ağçay; G. Rodrigues; D. Orgill
19/20,Round 25,07/03/20,Yeni Malatyaspor,Konyaspor,1,1,6.8,6.59,4-2-3-1,4-1-4-1,F. Farnolle; I. Chebake; R. Yalçın; M. Akbaş; K. Hafez; A. Afriyie; M. Donald; G. Töre; (c) M. Yildirim; U. Bulut; M. Fofana,S. Kırıntılı; N. Skubic; (c) S. Ay; U. Demirok; G. H. Sityá; J. Jønsson; L. Shengelia; A. Hadžiahmetović; D. Milošević; Ö. A. Şahiner; R. Bajić
19/20,Round 25,07/03/20,Gaziantep,Trabzonspor,1,1,6.81,6.74,5-3-2,4-2-3-1,(c) G. Güvenç; O. Ceylan; P. Djilobodji; J. A. Kana-Biyik; A. Toșca; J. Morais; G. Vural; A. Sousa; A. Maxim; K. Özer; O. Kayode,U. Çakır; K. A. Çörekçi; M. D. Costa; G. Campi; F. Novák; (c) J. Sosa; J. O. Mikel; C. Ekuban; B. Ndiaye; A. N. Nwakaeme; A. Sørloth
19/20,Round 25,07/03/20,Göztepe,Başakşehir,0,3,6.69,7.11,4-2-3-1,4-3-3,(c) Beto; L. Gassama; C. Borges; Titi; L. Schwechlen; S. Aydoğdu; A. Castro; H. Akbunar; S. Napoleoni; S. Gürler; C. Jerome,M. Günok; J. Caiçara; M. Škrtel; A. Epureanu; G. Clichy; İ. C. Kahveci; (c) M. Tekdemir; D. Aleksić; E. Višća; D. Ba; E. Crivelli
19/20,Round 25,07/03/20,Fenerbahçe,Denizlispor,2,2,6.82,6.63,4-2-3-1,4-2-3-1,A. Bayındır; Mauricio Isla; S. Aziz; L. Gustavo; (c) H. A. Kaldırım; O. Tufan; T. Arslan; M. Ekici; M. Kruse; F. Kadıoğlu; V. Muriqi,A. Stachowiak; Z. Yavru; O. Yılmaz; M. Yumlu; O. Şahan; I. Aissati; R. Murawski; (c) H. Rodallega; R. Niyaz; M. Barrow; Ó. Estupiñán
19/20,Round 25,08/03/20,Kasımpaşa,Kayserispor,5,1,7.01,6.48,4-2-3-1,4-1-4-1,(c) R. Köse; F. Hadergjonaj; Z. Šarlija; Y. Meriah; O. Haddadi; M. Tirpan; A. Kara; D. Ndongala; H. Hajradinović; M. Thiam; B. Koita,(c) S. Lung Jr.; Z. Kvržić; C. Săpunaru; D. Angelo; E. Taşdemir; Campanharo; M. Mešanovič; B. D. Djédjé; B. Mensah; P. Henrique; A. Kravets
19/20,Round 25,08/03/20,Rizespor,Alanyaspor,1,1,6.95,7.0,4-2-3-1,4-2-3-1,(c) G. Akkan; M. Morozyuk; M. Talbi; B. Albayrak; D. Melnjak; I. Diomandé; O. K. Güçtekin; O. Çağlayan; F. Boldrin; B. Samudio; M. Škoda,Marafona; O. Bulut; S. Caulker; G. Tzavellas; F. N'Sakala; C. Gülselam; S. Uçan; (c) E. Karaca; A. Bakasetas; Y. Bammou; P. D. Cissé
19/20,Round 25,08/03/20,Sivasspor,Galatasaray,2,2,6.7,7.05,4-2-3-1,4-1-4-1,M. Samassa; M. Goiano; A. Appindangoyé; C. Osmanpaşa; U. Çiftçi; (c) H. Arslan; F. Aksoy; Y. Öztekin; M. H. Yandaş; F. Andrade; M. Yatabaré,(c) F. Muslera; Mariano; R. Donk; Marcão; M. Saracchi; M. Lemina; S. Feghouli; J. M. Seri; Ö. Bayram; H. Onyekuru; R. Falcao
19/20,Round 25,09/03/20,Gençlerbirliği,Antalyaspor,1,1,6.83,6.99,4-2-3-1,4-1-4-1,K. Nordfeldt; A. Oğuz; F. Ramos; Z. Touré; H. I. Pehlivan; B. A. Özdemir; Y. Pehlivan; F. Baiano; (c) S. Sessègnon; M. Seuntjens; G. Sio,R. Boffin; B. Balcı; V. Sarı; Chico; F. Kudryashov; D. N'Dinga; A. d. Silva; (c) H. Özmert; Fredy; L. Podolski; A. Jahović
19/20,Round 24,28/02/20,Alanyaspor,Beşiktaş,1,2,6.66,6.89,4-2-3-1,4-2-3-1,Marafona; O. Bulut; Welinton; S. Caulker; F. N'Sakala; C. Gülselam; M. Siopis; (c) E. Karaca; A. Bakasetas; J. Fernandes; P. D. Cissé,L. Karius; G. Gönül; D. Vida; V. Ruiz; C. Erkin; M. Elneny; A. Hutchinson; J. Lens; T. Boyd; G. N'Koudou; (c) B. Yılmaz
19/20,Round 24,29/02/20,Konyaspor,Kasımpaşa,0,0,6.97,6.85,4-4-2,4-2-3-1,S. Kırıntılı; N. Skubic; (c) S. Ay; U. Demirok; G. H. Sityá; L. Shengelia; J. Jønsson; A. Hadžiahmetović; R. Mak; Ö. A. Şahiner; D. Milošević,R. Köse; F. Hadergjonaj; Y. Meriah; T. Břečka; O. Haddadi; M. Tirpan; A. Kara; H. Hajradinović; (c) R. Quaresma; M. Thiam; B. Koita
19/20,Round 24,29/02/20,Trabzonspor,Rizespor,5,2,7.02,6.42,4-1-4-1,4-2-3-1,U. Çakır; K. A. Çörekçi; H. Türkmen; M. D. Costa; F. Novák; J. O. Mikel; Guilherme Marques; (c) J. Sosa; B. Ndiaye; C. Ekuban; A. Sørloth,(c) G. Akkan; M. Morozyuk; M. Talbi; I. Fernandes; D. Melnjak; O. K. Güçtekin; I. Diomandé; Y. Sasse; F. Boldrin; A. Umar; M. Škoda
19/20,Round 24,29/02/20,Antalyaspor,Fenerbahçe,2,2,6.73,6.92,4-1-4-1,4-2-3-1,R. Boffin; B. Balcı; V. Sarı; O. Čelůstka; F. Kudryashov; D. N'Dinga; Fredy; (c) H. Özmert; L. Podolski; A. d. Silva; A. Jahović,A. Bayındır; N. Dirar; S. Aziz; S. Falette; (c) H. A. Kaldırım; Jailson; L. Gustavo; O. Tufan; M. Kruse; M. Ekici; V. Muriqi
19/20,Round 24,01/03/20,Denizlispor,Yeni Malatyaspor,2,0,7.14,6.54,4-2-3-1,4-2-3-1,A. Stachowiak; Z. Yavru; O. Yılmaz; M. Yumlu; O. Şahan; (c) I. Aissati; R. Murawski; H. Sacko; R. Niyaz; M. Barrow; Ó. Estupiñán,F. Farnolle; R. Yalçın; A. Mina; T. L. Hadebe; K. Hafez; (c) M. Yildirim; A. Afriyie; G. Töre; M. Donald; M. Fofana; U. Bulut
19/20,Round 24,01/03/20,Ankaragücü,Sivasspor,0,3,6.5,7.17,4-2-3-1,4-2-3-1,R. Friedrich; S. Kitsiou; (c) A. Kulušić; M. Pazdan; C. Karayel; D. Łukasik; M. Stanojević; S. Lobjanidze; G. Rodrigues; K. Michalak; D. Orgill,M. Samassa; M. Goiano; A. Appindangoyé; C. Osmanpaşa; U. Çiftçi; F. Aksoy; (c) H. Arslan; E. Kılınç; M. H. Yandaş; F. Andrade; M. Yatabaré
19/20,Round 24,01/03/20,Galatasaray,Gençlerbirliği,3,0,7.11,6.44,4-1-4-1,4-2-3-1,(c) F. Muslera; Mariano; R. Donk; Marcão; M. Saracchi; J. M. Seri; S. Feghouli; Ö. Bayram; T. Antalyalı; H. Onyekuru; R. Falcao,K. Nordfeldt; A. Oğuz; F. Ramos; Z. Touré; H. I. Pehlivan; B. A. Özdemir; Y. Pehlivan; D. Candeias; F. Baiano; G. Sio; (c) S. Sessègnon
19/20,Round 24,02/03/20,Başakşehir,Gaziantep,3,1,7.22,6.78,4-1-4-1,5-3-2,M. Günok; J. Caiçara; M. Škrtel; A. Epureanu; G. Clichy; (c) M. Tekdemir; E. Višća; D. Aleksić; İ. C. Kahveci; E. Elia; E. Crivelli,(c) G. Güvenç; O. Ceylan; P. Djilobodji; J. A. Kana-Biyik; A. Toșca; J. Morais; G. Vural; A. Sousa; P. Twumasi; A. Maxim; O. Kayode
19/20,Round 24,02/03/20,Kayserispor,Göztepe,1,0,6.81,6.88,4-1-4-1,4-2-3-1,(c) S. Lung Jr.; Z. Kvržić; C. Săpunaru; D. Angelo; E. Taşdemir; Campanharo; M. Mešanovič; B. D. Djédjé; B. Mensah; P. Henrique; A. Kravets,(c) Beto; L. Gassama; A. Öztürk; Titi; B. Emir; A. Castro; S. Aydoğdu; H. Akbunar; S. Napoleoni; S. Gürler; C. Jerome
19/20,Round 23,21/02/20,Sivasspor,Alanyaspor,1,0,7.0,6.75,4-1-4-1,4-2-3-1,M. Samassa; M. Goiano; A. Appindangoyé; S. Camara; E. Yeşilyurt; F. Aksoy; Y. Öztekin; (c) H. Arslan; M. H. Yandaş; F. Andrade; M. Yatabaré,Marafona; O. Bulut; Welinton; S. Caulker; F. N'Sakala; M. Çağıran; M. Siopis; (c) E. Karaca; A. Bakasetas; Y. Bammou; P. D. Cissé
19/20,Round 23,22/02/20,Kayserispor,Konyaspor,2,2,6.95,6.65,4-2-3-1,4-4-2,S. Lung Jr.; M. Lopes; (c) C. Săpunaru; D. Angelo; M. Šitum; B. D. Djédjé; Campanharo; M. Mešanovič; B. Mensah; P. Henrique; A. Kravets,S. Kırıntılı; N. Skubic; (c) S. Ay; U. Demirok; G. H. Sityá; L. Shengelia; J. Jønsson; A. Hadžiahmetović; R. Mak; Ö. A. Şahiner; D. Milošević
19/20,Round 23,22/02/20,Göztepe,Gaziantep,1,1,6.83,6.89,4-2-3-1,3-4-1-2,(c) Beto; L. Gassama; A. Öztürk; Titi; B. Emir; A. Castro; S. Aydoğdu; H. Akbunar; S. Napoleoni; S. Gürler; K. Wilczek,(c) G. Güvenç; P. Djilobodji; J. A. Kana-Biyik; A. Toșca; O. Ceylan; P. Twumasi; A. Sousa; J. Morais; A. Maxim; O. Kayode; M. Demir
19/20,Round 23,22/02/20,Beşiktaş,Trabzonspor,2,2,6.96,6.88,4-2-3-1,4-1-4-1,L. Karius; G. Gönül; D. Vida; V. Ruiz; C. Erkin; M. Elneny; A. Hutchinson; J. Lens; K. Boateng; G. N'Koudou; (c) B. Yılmaz,U. Çakır; J. Pereira; M. D. Costa; G. Campi; F. Novák; D. Erdoğan; D. Sturridge; (c) J. Sosa; B. Ndiaye; Guilherme Marques; A. Sørloth
19/20,Round 23,23/02/20,Yeni Malatyaspor,Antalyaspor,1,2,6.79,6.86,4-2-3-1,4-1-4-1,F. Farnolle; (c) I. Chebake; A. Mina; T. L. Hadebe; K. Hafez; A. Afriyie; R. Yalçın; G. Töre; R. Walter; T. Bifouma; U. Bulut,R. Boffin; B. Balcı; V. Sarı; O. Čelůstka; F. Kudryashov; D. N'Dinga; S. Gümüş; (c) H. Özmert; Fredy; A. d. Silva; A. Jahović
19/20,Round 23,23/02/20,Gençlerbirliği,Ankaragücü,1,0,7.15,6.64,4-2-3-1,4-2-3-1,K. Nordfeldt; E. Özgenç; F. Ramos; Z. Touré; H. I. Pehlivan; Y. Pehlivan; F. Baiano; D. Candeias; (c) S. Sessègnon; G. Sio; B. Stancu,R. Friedrich; S. Kitsiou; A. Kulušić; A. Kubalas; T. Pinto; D. Łukasik; R. Faty; S. Lobjanidze; (c) İ. Parlak; K. Michalak; G. Rodrigues
19/20,Round 23,23/02/20,Fenerbahçe,Galatasaray,1,3,6.41,7.06,4-2-3-1,4-1-4-1,A. Bayındır; Mauricio Isla; Jailson; S. Aziz; (c) H. A. Kaldırım; O. Tufan; T. Arslan; N. Dirar; M. Kruse; T. Ciğerci; V. Muriqi,(c) F. Muslera; Mariano; R. Donk; Marcão; M. Saracchi; J. M. Seri; S. Feghouli; Y. Belhanda; Ö. Bayram; H. Onyekuru; R. Falcao
19/20,Round 23,24/02/20,Rizespor,Başakşehir,1,2,7.04,6.86,4-2-3-1,4-3-3,G. Akkan; (c) A. Durak; M. Abarhoun; B. Albayrak; D. Melnjak; I. Diomandé; A. Vetrih; F. Boldrin; D. Garmash; A. Umar; M. Škoda,M. Günok; J. Caiçara; C. Ponck; A. Epureanu; G. Clichy; D. Aleksić; (c) M. Tekdemir; İ. C. Kahveci; E. Višća; D. Ba; E. Elia
19/20,Round 23,24/02/20,Kasımpaşa,Denizlispor,2,0,7.16,6.6,4-2-3-1,4-2-3-1,(c) R. Köse; F. Hadergjonaj; Y. Meriah; T. Břečka; O. Haddadi; M. Tirpan; A. Kara; D. Ndongala; H. Hajradinović; Y. Erdoğan; B. Koita,A. Stachowiak; Z. Yavru; S. B. Youssef; M. Yumlu; Ö. Çek; R. Murawski; I. Sackey; H. Sacko; I. Aissati; M. Barrow; (c) H. Rodallega
19/20,Round 22,14/02/20,Başakşehir,Beşiktaş,1,0,7.19,6.82,4-4-2,4-2-3-1,M. Günok; J. Caiçara; M. Škrtel; A. Epureanu; G. Clichy; E. Višća; İ. C. Kahveci; (c) M. Tekdemir; E. Elia; E. Crivelli; D. Ba,L. Karius; J. Lens; D. Vida; V. Ruiz; C. Erkin; A. Hutchinson; M. Elneny; A. Diaby; K. Boateng; G. N'Koudou; (c) B. Yılmaz
19/20,Round 22,15/02/20,Denizlispor,Kayserispor,0,1,6.87,7.15,4-1-4-1,4-1-4-1,A. Stachowiak; Z. Yavru; O. Yılmaz; M. Yumlu; Ö. Çek; M. K. Mbamba; H. Sacko; I. Aissati; R. Murawski; Ó. Estupiñán; (c) H. Rodallega,S. Lung Jr.; (c) M. Lopes; C. Săpunaru; D. Angelo; E. Taşdemir; Campanharo; M. Mešanovič; B. D. Djédjé; B. Mensah; P. Henrique; A. Kravets
19/20,Round 22,15/02/20,Konyaspor,Göztepe,1,3,6.53,7.14,4-4-2,4-2-3-1,S. Kırıntılı; N. Skubic; (c) A. Turan; U. Demirok; G. H. Sityá; L. Shengelia; M. Jevtović; J. Jønsson; D. Milošević; R. Bajić; Ö. A. Şahiner,M. G. Bakırbaş; L. Gassama; A. Öztürk; Titi; B. Emir; A. Castro; S. Aydoğdu; (c) H. Akbunar; S. Napoleoni; S. Gürler; K. Wilczek
19/20,Round 22,15/02/20,Ankaragücü,Fenerbahçe,2,1,6.94,6.7,4-2-3-1,4-2-3-1,R. Friedrich; S. Kitsiou; A. Kulušić; A. Kubalas; T. Pinto; R. Faty; D. Łukasik; S. Lobjanidze; (c) S. Ağçay; K. Michalak; G. Rodrigues,A. Bayındır; Mauricio Isla; Jailson; S. Aziz; N. Dirar; (c) O. Tufan; L. Gustavo; D. Türüç; M. Kruse; T. Ciğerci; V. Muriqi
19/20,Round 22,16/02/20,Alanyaspor,Gençlerbirliği,0,1,6.95,7.28,4-2-3-1,4-2-3-1,Marafona; O. Bulut; Welinton; S. Caulker; K. Kanak; M. Çağıran; C. Gülselam; (c) E. Karaca; A. Bakasetas; J. Fernandes; P. D. Cissé,K. Nordfeldt; E. Özgenç; F. Ramos; Z. Touré; H. I. Pehlivan; F. Baiano; Y. Pehlivan; D. Candeias; (c) S. Sessègnon; S. Yılmaz; B. Stancu
19/20,Round 22,16/02/20,Trabzonspor,Sivasspor,2,1,7.0,6.76,4-1-4-1,4-2-3-1,U. Çakır; J. Pereira; M. D. Costa; G. Campi; F. Novák; J. O. Mikel; Guilherme Marques; B. Ndiaye; (c) J. Sosa; A. N. Nwakaeme; A. Sørloth,M. Samassa; M. Goiano; A. Appindangoyé; C. Osmanpaşa; U. Çiftçi; F. Aksoy; H. Arslan; F. Andrade; M. H. Yandaş; (c) Z. Erdal; M. Yatabaré
19/20,Round 22,16/02/20,Galatasaray,Yeni Malatyaspor,1,0,7.18,6.65,4-2-3-1,4-2-3-1,(c) F. Muslera; Ş. Özbayraklı; R. Donk; Marcão; Ö. Bayram; M. Lemina; J. M. Seri; S. Feghouli; E. Akbaba; H. Onyekuru; A. Büyük,F. Farnolle; (c) I. Chebake; A. Mina; T. L. Hadebe; K. Hafez; R. Yalçın; A. Afriyie; G. Töre; R. Walter; T. Bifouma; U. Bulut
19/20,Round 22,17/02/20,Antalyaspor,Kasımpaşa,3,1,7.01,6.48,4-1-4-1,4-1-4-1,R. Boffin; B. Balcı; (c) O. Čelůstka; Chico; F. Kudryashov; D. N'Dinga; S. Gümüş; U. Akyol; Fredy; A. d. Silva; A. Jahović,(c) R. Köse; F. Hadergjonaj; Y. Meriah; T. Břečka; O. Haddadi; M. Tirpan; D. Ndongala; T. Serbest; A. Kara; I. Depe; M. Thiam
19/20,Round 22,17/02/20,Gaziantep,Rizespor,2,0,7.04,6.56,5-3-2,4-2-3-1,(c) G. Güvenç; O. Ceylan; P. Djilobodji; K. Aktaş; A. Toșca; J. Morais; A. Maxim; A. Sousa; G. Vural; M. Demir; O. Kayode,(c) G. Akkan; M. Morozyuk; M. Talbi; I. Fernandes; D. Melnjak; O. K. Güçtekin; I. Diomandé; A. Umar; F. Boldrin; O. Çağlayan; M. Škoda
19/20,Round 21,07/02/20,Yeni Malatyaspor,Ankaragücü,0,1,6.83,7.08,4-3-3,4-2-3-1,F. Farnolle; (c) I. Chebake; A. Mina; M. Akbaş; S. Aytaç; G. Chaaleli; R. Yalçın; A. Afriyie; K. Hafez; V. Örn Kjartansson; T. Bifouma,R. Friedrich; S. Kitsiou; A. Kulušić; A. Kubalas; T. Pinto; E. Scarione; D. Łukasik; S. Lobjanidze; G. Rodrigues; (c) İ. Parlak; D. Orgill
