Season,Week,Match Date,Home Team,Away Team,Home Goals,Away Goals,Home Performance,Away Performance,Home Formation,Away Formation,Home Players,Away Players
20/21,Round 25,14/02/21,Galatasaray,Kasımpaşa,2,1,6.79,6.71,4-1-4-1,4-2-3-1,(c) F. Muslera; M. Linnes; C. Luyindama; Marcão; Ö. Bayram; O. Etebo; K. Aktürkoğlu; G. Fernandes; E. Kılınç; R. Babel; M. Mohamed,E. Taşkıran; F. Hadergjonaj; T. Břečka; D. Tošić; O. Haddadi; K. Bistrović; (c) A. Kara; H. Hajradinović; A. Hodžić; G. Koomson; I. K. Thelin
20/21,Round 25,14/02/21,Göztepe,Başakşehir,2,1,6.84,6.76,4-1-4-1,4-2-3-1,İ. C. Eğribayat; L. Gassama; A. Öztürk; A. Nukan; B. Emir; O. Nwobodo; (c) H. Akbunar; P. Žulj; S. Aydoğdu; C. Ndiaye; A. Jahović,M. Günok; M. E. Sarikaya; L. Duarte; (c) A. Epureanu; H. A. Kaldırım; O. Azubuike; Y. Ndayishimiye; D. Türüç; B. Özcan; J. Fernandes; E. Crivelli
20/21,Round 25,14/02/21,Hatayspor,Alanyaspor,0,0,6.92,6.97,4-2-3-1,4-2-3-1,M. Mohamedi; S. Popov; J. C. Billong; P. Santos; A. Katranis; (c) R. Aabid; R. Ribeiro; D. Babajide; A. Traoré; A. Boupendza; M. B. Diouf,Marafona; Juanfran; S. Caulker; G. Tzavellas; F. Moubandje; M. Siopis; C. Gülselam; (c) E. Karaca; S. Uçan; Davidson; K. Babacar
20/21,Round 25,15/02/21,Gençlerbirliği,Beşiktaş,0,3,6.41,7.37,4-1-4-1,4-1-4-1,K. Nordfeldt; M. Johansson; A. Kızıldağ; (c) Z. Touré; P. Polomat; D. Furman; D. Candeias; S. Dikmen; L. Mugni; F. Ayité; S. Yılmaz,E. Destanoğlu; V. Rosier; Welinton; N. Uysal; D. Toköz; Souza; R. Ghezzal; (c) A. Hutchinson; A. Ljajić; C. Larin; V. Aboubakar
20/21,Round 25,15/02/21,Antalyaspor,Yeni Malatyaspor,1,1,6.81,6.61,4-1-4-1,4-2-3-1,R. Boffin; B. Balcı; Naldo; F. Kudryashov; E. Albayrak; N. Şahin; D. Sinik; (c) H. Özmert; Fredy; A. d. Silva; D. Orgill,A. Damlu; I. Chebake; Wallace; S. Kaya; T. L. Hadebe; A. Ildız; A. Afriyie; Z. Yavru; K. Kanatsızkuş; (c) A. Büyük; U. Bulut
20/21,Round 24,06/02/21,Kasımpaşa,Hatayspor,1,4,6.46,7.37,4-2-3-1,4-1-4-1,E. Taşkıran; F. Hadergjonaj; T. Břečka; D. Tošić; O. Haddadi; K. Bistrović; (c) A. Kara; Y. Erdoğan; H. Hajradinović; A. Hodžić; I. K. Thelin,M. Mohamedi; S. Popov; I. Sackey; J. C. Billong; A. Katranis; (c) R. Aabid; D. Babajide; M. Mert; A. Traoré; A. Boupendza; M. B. Diouf
20/21,Round 24,06/02/21,Alanyaspor,Rizespor,2,1,7.09,6.86,4-2-3-1,5-3-2,Marafona; Juanfran; S. Caulker; G. Tzavellas; F. Moubandje; S. Uçan; B. Kutlu; (c) E. Karaca; C. Gülselam; Davidson; A. Bareiro,(c) G. Akkan; M. Morozyuk; E. Dilaver; Y. Meriah; M. Talbi; D. Melnjak; D. Erdoğan; D. Djoković; F. Boldrin; A. Søderlund; M. Škoda
20/21,Round 24,06/02/21,Başakşehir,Karagümrük,0,1,6.88,7.1,4-2-3-1,4-1-4-1,M. Günok; M. E. Sarikaya; L. Duarte; A. Epureanu; H. A. Kaldırım; O. Azubuike; (c) M. Tekdemir; Ö. A. Şahiner; Giuliano; F. Gulbrandsen; E. Crivelli,A. Özer; (c) K. Altınay; E. Roco; G. Campi; J. Balkovec; A. Bertolacci; A. Ndao; L. Castro; J. Durmaz; F. Borini; K. Ademi
20/21,Round 24,07/02/21,Erzurumspor,Kayserispor,1,1,6.64,6.73,4-2-3-1,4-3-3,J. Szumski; B. Butko; M. D. Costa; A. Teikeu; L. Schwechlen; Y. Ackah; J. O. Omolo; C. A. Alkılıç; (c) A. Chahechouhe; A. Novikovas; M. E. Kabir,D. Alemdar; Z. Kvržić; (c) U. Demirok; N. Paz; A. Behich; Campanharo; K. Muhar; B. Sabović; A. Lennon; K. Luckassen; D. Avramovski
20/21,Round 24,07/02/21,Denizlispor,Antalyaspor,1,1,6.68,6.84,4-1-4-1,4-2-3-1,C. Gönen; T. Lopes; F. Leismann; M. Yumlu; S. Aytaç; K. Aktaş; Á. Sagal; R. Murawski; M. Diskerud; A. Yasin; (c) H. Rodallega,R. Boffin; O. Imeri; F. Kudryashov; E. Gülüm; E. Albayrak; (c) H. Özmert; Fredy; S. Sam; B. Balcı; G. Bayrakdar; D. Orgill
20/21,Round 24,07/02/21,Ankaragücü,Sivasspor,1,4,6.38,7.24,4-2-3-1,4-1-4-1,(c) K. Çelikay; A. Çankaya; M. Pazdan; E. Dikmen; T. Pinto; İ. Akdağ; I. Voca; S. Lobjanidze; E. Güral; A. Potuk; A. Badji,M. Yıldırım; A. Oğuz; R. Yalçın; S. Camara; U. Çiftçi; I. Cofie; T. Boyd; (c) H. Arslan; F. Fajr; M. Gradel; O. Kayode
20/21,Round 24,07/02/21,Beşiktaş,Konyaspor,1,0,6.78,6.76,4-2-3-1,4-2-3-1,E. Destanoğlu; V. Rosier; Welinton; D. Vida; F. N'Sakala; (c) Souza; N. Uysal; R. Ghezzal; A. Ljajić; C. Larin; V. Aboubakar,E. Birnican; N. Skubic; A. Çalık; (c) A. Bardakcı; G. H. Sityá; M. Jevtović; A. Hadžiahmetović; L. Shengelia; F. Miya; J. Sekidika; A. Kravets
20/21,Round 24,08/02/21,Gaziantep,Göztepe,2,0,6.97,6.59,5-3-2,4-2-3-1,(c) G. Güvenç; O. Ceylan; E. Ersoy; P. Djilobodji; A. Toșca; G. Vural; K. Mirallas; O. Rashid; A. Maxim; M. Demir; K. Özer,İ. C. Eğribayat; L. Gassama; M. Mihojević; Titi; B. Emir; O. Nwobodo; A. Esiti; (c) H. Akbunar; F. Diabaté; S. Aydoğdu; C. Ndiaye
20/21,Round 24,08/02/21,Yeni Malatyaspor,Trabzonspor,0,2,6.72,6.96,4-4-1-1,4-2-3-1,A. Damlu; I. Chebake; Wallace; S. Kaya; T. L. Hadebe; Z. Yavru; A. Ildız; A. Afriyie; (c) A. Büyük; U. Bulut; B. Tetteh,(c) U. Çakır; H. Türkmen; E. Ié; V. Hugo; Marlon; B. A. Özdemir; L. Baker; C. Ekuban; A. Bakasetas; A. N. Nwakaeme; T. Djaniny
20/21,Round 23,02/02/21,Hatayspor,Fenerbahçe,1,2,6.79,6.89,4-2-3-1,4-4-2,M. Mohamedi; S. Popov; J. C. Billong; Y. Abdioğlu; (c) M. Çaytemel; R. Aabid; R. Ribeiro; A. Boupendza; A. Traoré; S. Ilgaz; M. B. Diouf,A. Bayındır; N. Sangaré; S. Aziz; A. Szalai; C. Erkin; B. Osayi-Samuel; (c) L. Gustavo; O. Tufan; M. Thiam; Enner Valencia; M. H. Yandaş
20/21,Round 23,02/02/21,Rizespor,Kasımpaşa,1,1,6.89,6.87,4-2-3-1,4-2-3-1,(c) G. Akkan; M. Morozyuk; E. Dilaver; Y. Meriah; O. Bulut; G. Donsah; D. Djoković; B. Samudio; F. Boldrin; F. Andrade; A. Søderlund,E. Taşkıran; F. Hadergjonaj; D. Luckassen; T. Břečka; O. Haddadi; K. Bistrović; (c) A. Kara; G. Koomson; H. Hajradinović; A. Hodžić; I. K. Thelin
20/21,Round 23,02/02/21,Galatasaray,Başakşehir,3,0,7.3,6.24,4-1-4-1,4-2-3-1,(c) F. Muslera; M. Linnes; R. Donk; Marcão; M. Saracchi; T. Antalyalı; E. Kılınç; O. Etebo; A. Turan; H. Onyekuru; R. Babel,M. Günok; Ö. A. Şahiner; L. Duarte; A. Epureanu; H. A. Kaldırım; O. Azubuike; (c) M. Tekdemir; D. Türüç; Giuliano; F. Gulbrandsen; E. Crivelli
20/21,Round 23,03/02/21,Sivasspor,Erzurumspor,0,0,6.75,6.98,4-1-4-1,4-2-3-1,M. Yıldırım; A. Oğuz; C. Osmanpaşa; S. Camara; U. Çiftçi; F. Fajr; O. Kayode; (c) H. Arslan; M. Gradel; E. Yeşilyurt; M. Yatabaré,J. Szumski; M. M. Uçar; M. D. Costa; A. Teikeu; L. Schwechlen; J. O. Omolo; O. Çelik; C. A. Alkılıç; (c) A. Chahechouhe; A. Novikovas; M. E. Kabir
20/21,Round 23,03/02/21,Karagümrük,Gaziantep,2,0,7.08,6.65,4-1-4-1,5-3-2,A. Özer; K. Altınay; E. Roco; G. Campi; J. Balkovec; (c) L. Biglia; A. Ndao; L. Castro; A. Bertolacci; F. Borini; K. Ademi,(c) G. Güvenç; O. Ceylan; P. Olkowski; P. Djilobodji; A. Toșca; G. Vural; J. Junior; O. Rashid; A. Maxim; K. Mirallas; N. Dicko
20/21,Round 23,03/02/21,Kayserispor,Alanyaspor,1,1,6.73,6.74,4-2-3-1,4-2-3-1,D. Alemdar; Z. Kvržić; U. Demirok; (c) C. Săpunaru; A. Behich; Campanharo; K. Muhar; A. Lennon; D. Avramovski; P. Henrique; A. Maglica,Marafona; F. Aksoy; S. Caulker; (c) G. Tzavellas; F. Moubandje; M. Siopis; U. Güneş; D. Kądzior; B. Kutlu; M. Pektemek; K. Babacar
20/21,Round 23,03/02/21,Antalyaspor,Beşiktaş,1,1,6.62,7.03,4-1-4-1,4-2-3-1,R. Boffin; O. Imeri; V. Sarı; Naldo; F. Kudryashov; (c) N. Şahin; A. d. Silva; Fredy; B. Balcı; E. Albayrak; G. Bayrakdar,E. Destanoğlu; V. Rosier; Welinton; D. Vida; F. N'Sakala; Souza; (c) A. Hutchinson; C. Larin; A. Ljajić; G. N'Koudou; V. Aboubakar
20/21,Round 23,03/02/21,Konyaspor,Gençlerbirliği,0,0,7.0,6.88,4-2-3-1,4-2-3-1,E. Birnican; N. Skubic; A. Çalık; (c) A. Bardakcı; G. H. Sityá; M. Jevtović; A. Hadžiahmetović; J. Sekidika; S. Cikalleshi; D. Milošević; A. Kravets,K. Nordfeldt; Ö. Artan; A. Kızıldağ; (c) Z. Touré; P. Polomat; R. Piris; D. Furman; D. Candeias; M. Yildirim; S. Yılmaz; B. Stancu
20/21,Round 23,04/02/21,Göztepe,Yeni Malatyaspor,2,2,7.01,6.88,4-2-3-1,4-4-1-1,İ. C. Eğribayat; L. Gassama; M. Mihojević; Titi; B. Emir; O. Nwobodo; S. Aydoğdu; (c) H. Akbunar; F. Diabaté; Z. Tripić; C. Ndiaye,A. Damlu; I. Chebake; Wallace; S. Kaya; B. Cevahir; U. Bulut; (c) A. Büyük; A. Afriyie; M. Fofana; S. Mallan; B. Tetteh
20/21,Round 23,04/02/21,Trabzonspor,Denizlispor,1,0,7.35,6.6,4-2-3-1,4-1-4-1,(c) U. Çakır; K. A. Çörekçi; E. Ié; V. Hugo; Marlon; B. A. Özdemir; L. Baker; C. Ekuban; A. Bakasetas; A. N. Nwakaeme; T. Djaniny,C. Gönen; T. Lopes; K. Aktaş; M. Yumlu; S. Aytaç; R. Murawski; Á. Sagal; M. Bakalorz; R. Niyaz; M. Mešanovič; (c) H. Rodallega
20/21,Round 22,29/01/21,Yeni Malatyaspor,Karagümrük,0,0,6.8,7.03,4-2-3-1,4-1-4-1,A. Damlu; Z. Yavru; Wallace; S. Kaya; T. L. Hadebe; Y. Ndayishimiye; A. Afriyie; J. Lukoki; K. Kanatsızkuş; (c) A. Büyük; U. Bulut,A. Özer; K. Altınay; E. Roco; G. Campi; J. Balkovec; (c) L. Biglia; A. Ndao; B. Ndiaye; A. Bertolacci; F. Borini; A. Sobiech
20/21,Round 22,29/01/21,Gaziantep,Galatasaray,1,2,6.73,6.91,5-4-1,4-3-3,(c) G. Güvenç; O. Ceylan; P. Olkowski; P. Djilobodji; A. Toșca; G. Vural; K. Mirallas; J. Junior; A. Vetrih; A. Maxim; N. Dicko,(c) F. Muslera; M. Linnes; R. Donk; Marcão; M. Saracchi; Y. Belhanda; T. Antalyalı; E. Akbaba; E. Kılınç; R. Babel; A. Turan
20/21,Round 22,30/01/21,Kasımpaşa,Kayserispor,0,1,6.77,7.09,4-2-3-1,4-2-3-1,E. Taşkıran; F. Hadergjonaj; D. Luckassen; T. Břečka; O. Haddadi; K. Bistrović; (c) A. Kara; A. Koç; H. Hajradinović; Y. Erdoğan; I. K. Thelin,D. Alemdar; Z. Kvržić; U. Demirok; (c) C. Săpunaru; A. Behich; Campanharo; K. Muhar; A. Lennon; D. Avramovski; P. Henrique; A. Maglica
20/21,Round 22,30/01/21,Alanyaspor,Sivasspor,3,1,6.83,6.58,4-2-3-1,4-1-4-1,Marafona; Juanfran; F. Aksoy; S. Caulker; F. Moubandje; S. Uçan; M. Siopis; (c) E. Karaca; B. Kutlu; Davidson; K. Babacar,M. Samassa; A. Oğuz; A. Appindangoyé; C. Osmanpaşa; U. Çiftçi; I. Cofie; M. Yatabaré; R. Yalçın; (c) H. Arslan; M. Gradel; O. Kayode
20/21,Round 22,30/01/21,Başakşehir,Hatayspor,1,5,6.34,7.11,4-2-3-1,4-2-3-1,M. Günok; Ö. A. Şahiner; L. Duarte; A. Epureanu; H. A. Kaldırım; M. Topal; (c) M. Tekdemir; D. Türüç; D. Aleksić; J. Fernandes; D. Ba,M. Mohamedi; S. Popov; J. C. Billong; Y. Abdioğlu; (c) M. Çaytemel; R. Aabid; R. Ribeiro; A. Boupendza; A. Traoré; D. Babajide; M. B. Diouf
20/21,Round 22,30/01/21,Fenerbahçe,Rizespor,1,0,7.07,6.63,4-2-3-1,4-1-4-1,A. Bayındır; N. Sangaré; S. Aziz; A. Szalai; C. Erkin; (c) L. Gustavo; O. Tufan; Enner Valencia; D. Pelkas; M. Thiam; M. Samatta,(c) G. Akkan; M. Morozyuk; E. Dilaver; Y. Meriah; D. Melnjak; G. Donsah; F. Baiano; F. Boldrin; D. Djoković; K. Michalak; B. Samudio
20/21,Round 22,31/01/21,Erzurumspor,Ankaragücüx2,1,0,6.86,6.67,4-2-3-1,4-1-4-1,J. Szumski; M. M. Uçar; M. D. Costa; A. Teikeu; L. Schwechlen; J. O. Omolo; P. Boumal; C. A. Alkılıç; (c) A. Chahechouhe; E. Başsan; R. Gomes,(c) K. Çelikay; A. K. Güneren; Z. Šarlija; E. Dikmen; T. Pinto; A. Çankaya; S. Lobjanidze; İ. Akdağ; A. Dioussé; J. Paintsil; A. Badji
20/21,Round 22,31/01/21,Denizlispor,Göztepe,2,1,6.76,6.65,4-1-4-1,4-1-4-1,C. Gönen; T. Lopes; F. Leismann; M. Yumlu; S. Aytaç; K. Aktaş; Á. Sagal; R. Murawski; R. Niyaz; M. Mešanovič; (c) H. Rodallega,İ. C. Eğribayat; M. Paluli; M. Mihojević; Titi; B. Emir; A. Öztürk; (c) H. Akbunar; P. Žulj; O. Nwobodo; Z. Tripić; C. Ndiaye
20/21,Round 22,31/01/21,Gençlerbirliği,Antalyaspor,0,1,6.64,7.21,4-2-3-1,4-1-4-1,K. Nordfeldt; A. Kızıldağ; (c) Z. Touré; D. Angelo; P. Polomat; S. Dikmen; R. Piris; G. Sio; F. Ayité; D. Candeias; B. Stancu,R. Boffin; B. Balcı; Naldo; F. Kudryashov; E. Albayrak; N. Şahin; G. Bayrakdar; (c) H. Özmert; Fredy; S. Sam; D. Orgill
20/21,Round 22,31/01/21,Beşiktaş,Trabzonspor,1,2,6.7,7.01,4-1-4-1,4-2-3-1,E. Destanoğlu; V. Rosier; D. Vida; F. Montero; R. Yılmaz; Souza; R. Ghezzal; (c) A. Hutchinson; B. Mensah; C. Larin; V. Aboubakar,(c) U. Çakır; S. Asan; E. Ié; V. Hugo; Marlon; B. A. Özdemir; A. Parmak; C. Ekuban; Flávio; A. N. Nwakaeme; T. Djaniny
20/21,Round 21,23/01/21,Gençlerbirliği,Trabzonspor,1,2,6.66,7.04,4-2-3-1,4-2-3-1,U. Adiyaman; Ö. Artan; A. Kızıldağ; (c) Z. Touré; P. Polomat; S. Dikmen; R. Piris; D. Candeias; D. Furman; S. Yılmaz; G. Sio,(c) U. Çakır; S. Asan; E. Ié; V. Hugo; Marlon; B. A. Özdemir; A. Parmak; C. Ekuban; Flávio; A. N. Nwakaeme; T. Djaniny
20/21,Round 21,23/01/21,Başakşehir,Rizespor,1,1,6.81,6.79,4-2-3-1,4-1-4-1,M. Günok; Rafael; L. Duarte; (c) A. Epureanu; H. A. Kaldırım; İ. C. Kahveci; M. Topal; D. Türüç; B. Özcan; E. Crivelli; F. Gulbrandsen,Z. Görgen; O. Bulut; S. Ay; Y. Meriah; D. Melnjak; (c) A. Durak; K. Michalak; D. Erdoğan; G. Donsah; E. Sabo; B. Samudio
20/21,Round 21,24/01/21,Konyaspor,Antalyaspor,0,0,6.81,6.99,4-2-3-1,4-2-3-1,E. Birnican; N. Skubic; A. Çalık; A. Bardakcı; B. Yardımcı; M. Jevtović; A. Hadžiahmetović; (c) Ö. A. Şahiner; M. Çağıran; S. Cikalleshi; A. Kravets,R. Boffin; B. Balcı; Naldo; F. Kudryashov; E. Albayrak; (c) H. Özmert; N. Şahin; G. Bayrakdar; Fredy; A. d. Silva; A. Jahović
20/21,Round 21,24/01/21,Denizlispor,Karagümrük,1,2,6.78,6.88,4-4-2,4-3-3,C. Pantilimon; Ö. Özdemir; F. Leismann; K. Aktaş; T. Lopes; A. Yasin; R. Murawski; R. Niyaz; Á. Sagal; (c) H. Rodallega; H. Sacko,(c) E. Viviano; K. Altınay; E. Roco; G. Campi; J. Balkovec; B. Ndiaye; A. Bertolacci; L. Castro; A. Ndao; M. Erdinç; F. Borini
20/21,Round 21,24/01/21,Yeni Malatyaspor,Galatasaray,0,1,6.71,6.92,4-2-3-1,4-1-4-1,A. Damlu; I. Chebake; Wallace; S. Kaya; T. L. Hadebe; A. Afriyie; Y. Ndayishimiye; K. Hafez; K. Kanatsızkuş; (c) A. Büyük; U. Bulut,(c) F. Muslera; M. Linnes; R. Donk; Marcão; M. Saracchi; T. Antalyalı; S. Feghouli; Y. Belhanda; E. Akbaba; A. Turan; R. Babel
20/21,Round 21,24/01/21,Beşiktaş,Göztepe,2,1,6.89,6.65,4-2-3-1,4-1-4-1,E. Destanoğlu; V. Rosier; Welinton; D. Vida; F. N'Sakala; (c) A. Hutchinson; Souza; R. Ghezzal; B. Mensah; C. Larin; V. Aboubakar,İ. C. Eğribayat; M. Paluli; M. Mihojević; Titi; B. Emir; O. Nwobodo; (c) H. Akbunar; P. Žulj; S. Aydoğdu; Z. Tripić; C. Ndiaye
20/21,Round 21,24/01/21,Gaziantep,Hatayspor,1,1,6.69,6.78,5-3-2,4-2-3-1,(c) G. Güvenç; O. Ceylan; P. Olkowski; J. A. Kana-Biyik; A. Toșca; J. Morais; J. Junior; A. Vetrih; A. Maxim; K. Özer; M. Demir,M. Mohamedi; S. Popov; J. C. Billong; Y. Abdioğlu; (c) M. Çaytemel; A. Canli; R. Ribeiro; D. Babajide; A. Traoré; A. Boupendza; M. B. Diouf
20/21,Round 21,25/01/21,Kasımpaşa,Sivasspor,2,0,7.02,6.63,4-2-3-1,4-1-4-1,E. Taşkıran; F. Hadergjonaj; D. Luckassen; T. Břečka; O. Haddadi; K. Bistrović; (c) A. Kara; A. Koç; H. Hajradinović; Y. Erdoğan; I. K. Thelin,M. Samassa; M. Goiano; A. Appindangoyé; C. Osmanpaşa; U. Çiftçi; Claudemir; E. Yeşilyurt; (c) H. Arslan; F. Fajr; M. Gradel; M. Yatabaré
20/21,Round 21,25/01/21,Alanyaspor,Ankaragücü,4,3,6.89,6.69,4-2-3-1,4-2-3-1,Marafona; Juanfran; F. Aksoy; S. Caulker; F. Moubandje; M. Siopis; S. Uçan; (c) E. Karaca; A. Bakasetas; Davidson; K. Babacar,(c) K. Çelikay; A. K. Güneren; Z. Šarlija; E. Dikmen; T. Pinto; İ. Akdağ; D. Łukasik; S. Lobjanidze; E. Çekiçi; J. Paintsil; A. Badji
20/21,Round 21,25/01/21,Fenerbahçe,Kayserispor,3,0,7.33,6.46,4-2-3-1,4-1-4-1,A. Bayındır; N. Sangaré; S. Aziz; A. Szalai; C. Erkin; O. Tufan; (c) L. Gustavo; Enner Valencia; D. Pelkas; M. Thiam; M. Samatta,D. Alemdar; Z. Kvržić; (c) C. Săpunaru; D. Kolovetsios; A. Behich; J. Attamah; A. Lennon; Campanharo; D. Avramovski; P. Henrique; W. Kanga
20/21,Round 20,19/01/21,Göztepe,Gençlerbirliği,4,0,7.19,6.29,4-1-4-1,5-3-2,İ. C. Eğribayat; M. Paluli; M. Mihojević; Titi; B. Emir; S. Aydoğdu; O. Nwobodo; H. Akbunar; P. Žulj; Z. Tripić; C. Ndiaye,K. Nordfeldt; M. Johansson; D. Angelo; Z. Touré; P. Polomat; M. Yildirim; R. Piris; S. G. Altiparmak; S. Dikmen; H. I. Pehlivan; İ. Karakaş
20/21,Round 20,19/01/21,Kayserispor,Başakşehir,2,0,7.06,6.7,4-5-1,4-2-3-1,D. Alemdar; Z. Kvržić; (c) C. Săpunaru; D. Kolovetsios; A. Behich; A. Lennon; Campanharo; J. Attamah; D. Avramovski; P. Henrique; D. Alibec,M. Günok; Rafael; L. Duarte; C. Ponck; H. A. Kaldırım; İ. C. Kahveci; (c) M. Tekdemir; D. Aleksić; Giuliano; D. Türüç; D. Ba
20/21,Round 20,19/01/21,Trabzonspor,Konyaspor,3,1,7.04,6.49,4-2-3-1,4-2-3-1,(c) U. Çakır; S. Asan; E. Ié; V. Hugo; Marlon; L. Baker; A. Parmak; C. Ekuban; A. Ömür; A. N. Nwakaeme; T. Djaniny,E. Birnican; N. Skubic; A. Çalık; A. Bardakcı; B. Yardımcı; M. Jevtović; I. Diomandé; (c) Ö. A. Şahiner; A. Hadžiahmetović; S. Cikalleshi; A. Kravets
20/21,Round 20,20/01/21,Rizespor,Gaziantep,3,0,7.29,6.33,4-2-3-1,5-3-2,Z. Görgen; O. Bulut; S. Ay; M. Talbi; D. Melnjak; (c) A. Durak; G. Donsah; B. Samudio; D. Erdoğan; F. Andrade; M. Škoda,(c) G. Güvenç; O. Ceylan; P. Olkowski; P. Djilobodji; A. Toșca; G. Vural; K. Mirallas; Z. Kožulj; A. Maxim; K. Özer; M. Demir
20/21,Round 20,20/01/21,Hatayspor,Yeni Malatyaspor,1,2,6.87,6.75,4-2-3-1,4-2-3-1,A. Alkan; S. Popov; I. Sackey; P. Santos; (c) M. Çaytemel; R. Aabid; R. Ribeiro; D. Babajide; A. Traoré; A. Boupendza; M. B. Diouf,E. Özbir; I. Chebake; Wallace; T. L. Hadebe; K. Hafez; A. Afriyie; Y. Ndayishimiye; Z. Yavru; K. Kanatsızkuş; (c) A. Büyük; U. Bulut
20/21,Round 20,20/01/21,Galatasaray,Denizlispor,6,1,7.29,6.36,4-1-4-1,3-5-2,(c) F. Muslera; M. Linnes; R. Donk; Marcão; M. Saracchi; T. Antalyalı; S. Feghouli; Y. Belhanda; E. Akbaba; A. Turan; R. Babel,C. Pantilimon; F. Leismann; M. Özkal; Z. Bergdich; T. Lopes; M. Dossevi; R. Murawski; R. Niyaz; Á. Sagal; H. Sacko; (c) H. Rodallega
20/21,Round 20,21/01/21,Erzurumspor,Alanyaspor,1,1,6.68,6.67,4-2-3-1,4-2-3-1,J. Szumski; M. M. Uçar; M. D. Costa; A. Teikeu; L. Schwechlen; J. O. Omolo; P. Boumal; C. A. Alkılıç; (c) A. Chahechouhe; E. Başsan; R. Gomes,Marafona; F. Aksoy; S. Caulker; (c) G. Tzavellas; F. Moubandje; S. Uçan; B. Kutlu; K. Babacar; A. Bakasetas; Davidson; A. Bareiro
20/21,Round 20,21/01/21,Karagümrük,Beşiktaş,1,4,6.47,7.15,4-2-3-1,4-1-4-1,E. Viviano; V. E. Hedenstad; F. Kurucuk; G. Campi; (c) A. Erdem; B. Ndiaye; K. Altınay; A. Ndao; A. Bertolacci; F. Borini; A. Sobiech,E. Destanoğlu; V. Rosier; D. Vida; F. Montero; R. Yılmaz; Souza; C. Larin; B. Mensah; (c) A. Hutchinson; G. N'Koudou; V. Aboubakar
20/21,Round 20,21/01/21,Ankaragücü,Kasımpaşa,1,0,7.04,6.75,4-2-3-1,4-3-3,(c) K. Çelikay; Z. Šarlija; A. Çankaya; E. Dikmen; T. Pinto; İ. Akdağ; D. Łukasik; S. Lobjanidze; E. Çekiçi; J. Paintsil; A. Badji,(c) R. Köse; M. F. Yıldırım; F. Hadergjonaj; T. Břečka; O. Haddadi; H. Hajradinović; L. Sadiku; A. Kara; Y. Erdoğan; I. K. Thelin; A. Hodžić
20/21,Round 20,21/01/21,Sivasspor,Fenerbahçe,1,1,6.69,6.78,4-1-4-1,4-2-3-1,M. Samassa; R. Yalçın; A. Appindangoyé; C. Osmanpaşa; U. Çiftçi; Claudemir; E. Yeşilyurt; (c) H. Arslan; F. Fajr; M. Gradel; M. Yatabaré,A. Bayındır; N. Sangaré; M. Tisserand; S. Çiftpınar; F. Novák; M. H. Yandaş; (c) L. Gustavo; Enner Valencia; D. Pelkas; M. Thiam; M. Samatta
20/21,Round 19,15/01/21,Gençlerbirliği,Karagümrük,1,3,6.64,6.96,4-2-3-1,4-2-3-1,K. Nordfeldt; M. Johansson; A. Kızıldağ; (c) Z. Touré; P. Polomat; R. Piris; D. Furman; D. Candeias; S. Dikmen; S. Yılmaz; G. Sio,E. Viviano; V. E. Hedenstad; F. Kurucuk; G. Campi; J. Balkovec; B. Ndiaye; (c) L. Biglia; A. Ndao; A. Bertolacci; F. Borini; M. Erdinç
20/21,Round 19,16/01/21,Konyaspor,Göztepe,2,3,6.93,6.88,4-2-3-1,4-3-3,I. Šehić; N. Skubic; M. Aničić; A. Bardakcı; (c) Ö. A. Şahiner; M. Jevtović; I. Diomandé; L. Shengelia; A. Hadžiahmetović; S. Cikalleshi; A. Kravets,İ. C. Eğribayat; M. Paluli; Titi; M. Mihojević; B. Emir; P. Žulj; O. Nwobodo; S. Aydoğdu; Z. Tripić; C. Ndiaye; (c) H. Akbunar
20/21,Round 19,16/01/21,Başakşehir,Sivasspor,1,1,6.75,6.72,4-4-2,4-1-4-1,V. Babacan; Rafael; C. Ponck; A. Epureanu; H. A. Kaldırım; D. Aleksić; İ. C. Kahveci; (c) M. Tekdemir; D. Türüç; D. Ba; E. Crivelli,A. Ş. Vural; R. Yalçın; A. Appindangoyé; C. Osmanpaşa; U. Çiftçi; Claudemir; E. Yeşilyurt; (c) H. Arslan; F. Fajr; M. Gradel; M. Yatabaré
20/21,Round 19,16/01/21,Gaziantep,Kayserispor,2,1,6.88,6.73,5-3-2,4-2-3-1,(c) G. Güvenç; O. Ceylan; P. Olkowski; P. Djilobodji; A. Toșca; G. Vural; K. Mirallas; A. Vetrih; A. Maxim; K. Özer; M. Demir,D. Alemdar; Z. Kvržić; (c) C. Săpunaru; D. Kolovetsios; A. Behich; J. Attamah; D. Avramovski; A. Lennon; M. Fernandes; P. Henrique; W. Kanga
20/21,Round 19,16/01/21,Antalyaspor,Trabzonspor,1,1,6.69,6.87,4-3-3,4-2-3-1,R. Boffin; B. Balcı; Naldo; E. Gülüm; F. Kudryashov; (c) H. Özmert; N. Şahin; Fredy; G. Bayrakdar; D. Orgill; A. d. Silva,(c) U. Çakır; S. Asan; E. Ié; M. Hosseini; Marlon; A. Parmak; L. Baker; C. Ekuban; A. Ömür; A. N. Nwakaeme; T. Djaniny
