Season,Week,Match Date,Home Team,Away Team,Home Goals,Away Goals,Home Performance,Away Performance,Home Formation,Away Formation,Home Players,Away Players
23/24,Round 21,22/01/24,Kayserispor,İstanbulspor,0,1,6.93,7.03,4-2-3-1,3-5-2,B. Bayazit; H. A. Kaldırım; (c) J. Attamah; A. Kocaman; L. Carole; K. K. Yılmaz; M. E. Özbek; A. B. Morte; A. Karimi; R. Civelek; M. Cardoso,A. Arda; O. Erdoğan; M. Yeşil; S. Deli; D. Sambissa; M. Sarıkaya; M. Vorobjovas; F. Loshaj; (c) A. Yaşar; A. Ndao; V. Ethemi
23/24,Round 20,13/01/24,Hatayspor,Pendikspor,1,1,6.74,6.95,4-3-3,4-2-3-1,E. Kardeşler; (c) K. A. Çörekçi; G. M. Kilama; N. Maksimović; F. Ghoulam; A. Hodžić; G. Sağlam; G. Aburjania; Ö. F. Beyaz; R. Dadaşov; R. Rivas,E. Canpolat; S. Asan; B. Sülüngöz; A. Öztürk; E. Taşdemir; F. Midtsjø; İ. Akdağ; A. Diaby; G. Kaya; (c) H. Akbunar; E. Yardımcı
23/24,Round 20,13/01/24,Ankaragücü,Kasımpaşa,3,1,6.83,6.72,4-2-3-1,4-2-3-1,B. H. Güngördü; S. Kitsiou; (c) U. Radaković; N. Mujakić; A. Çankaya; A. K. Güneren; Pedrinho; O. Moruțan; A. Chatzigiovanis; R. Cephas; R. Bajić,A. Gianniotis; C. Winck; T. U. Aydın; Y. Özcan; M. B. Ouanes; G. Gül; A. Kara; M. Fall; (c) H. Hajradinović; I. Gomis; N. Da Costa
23/24,Round 20,13/01/24,Başakşehir,Alanyaspor,3,2,6.8,6.55,4-1-4-1,4-2-3-1,V. Babacan; L. Duarte; O. Ba; J. Opoku; (c) L. Dubois; B. Özcan; D. Türüç; M. Abeid; D. Pelkas; J. Figueiredo; K. Piątek,E. Taşkıran; F. Hadergjonaj; F. Bayır; F. Aliti; J. Balkovec; Richard Cândido; (c) J. Novais; Carlos Eduardo; N. Janvier; O. Aydın; S. Córdova
23/24,Round 20,13/01/24,Beşiktaş,Karagümrük,3,0,7.2,6.55,4-1-4-1,4-2-3-1,M. Günok; O. Bulut; T. T. Sanuç; B. Zaynutdinov; U. Meraş; A. Hadžiahmetović; M. Rashica; S. Uçan; G. Fernandes; S. Kilicsoy; (c) C. Tosun,E. Bilgin; D. Biraschi; S. Dursun; I. Drešević; (c) M. Mercan; M. Rohdén; D. Kourbelis; G. Yalçın; V. Eysseric; C. Keleş; K. Lasagna
23/24,Round 20,13/01/24,Rizespor,Adana DS,1,0,6.99,6.81,4-2-3-1,4-2-3-1,(c) G. Akkan; M. T. Şahin; A. Mocsi; E. Topçu; C. Højer; J. Shelvey; M. Pala; B. Keser; I. Olawoyin; M. Minchev; A. Gaich,Ş. Mahammadaliev; İ. Çokçalış; S. Güler; P. A. Cissé; A. Dursun; B. Stambouli; A. Gravillon; Y. Erdoğan; (c) É. Michut; D. Babajide; E. Akbaba
23/24,Round 20,14/01/24,İstanbulspor,Konyaspor,0,0,7.01,7.04,4-3-3,4-2-3-1,A. Arda; O. Erdoğan; (c) M. Yeşil; S. Deli; V. Temel; M. Sarıkaya; M. Vorobjovas; F. Loshaj; A. Ndao; V. Ethemi; Jackson,D. Ertaş; A. Oğuz; M. Mert; U. Yazğılı; (c) G. H. Sityá; S. Dikmen; S. N'Zonzi; L. Prip; O. Ülgün; M. Moreno; S. Cikalleshi
23/24,Round 20,14/01/24,Antalyaspor,Trabzonspor,1,1,7.09,6.92,4-1-4-1,4-2-3-1,H. Leite; E. Yeşilyurt; (c) V. Sarı; B. Öztürk; G. Vural; J. Kałuziński; S. Jehezkel; R. Safuri; D. Šarić; S. Larsson; A. Buksa,(c) U. Çakır; M. Aydın; R. Baniya; F. Benković; E. Elmalı; B. Mendy; B. A. Özdemir; E. Višća; E. Bardhi; T. Fountas; E. Destan
23/24,Round 20,14/01/24,Samsunspor,Sivasspor,2,0,7.03,6.71,4-2-3-1,4-1-4-1,O. Kocuk; Z. Yavru; Ľ. Šatka; A. Öztürk; R. V. Drongelen; F. Tait; Y. A. Bennasser; E. Kılınç; C. Holse; (c) M. Fofana; M. Mouandilmadji,A. Ş. Vural; A. Okumuş; C. Osmanpaşa; S. Camara; U. Çiftçi; A. Parmak; (c) Z. Erdal; H. Arslan; B. Koita; M. Barrow; R. Manaj
23/24,Round 20,14/01/24,Gaziantep,Fenerbahçe,0,1,6.8,7.13,5-4-1,4-2-3-1,F. Niță; M. Eskihellaç; A. Kızıldağ; N. N'Koulou; (c) P. Djilobodji; S. M'Bakata; L. Marković; F. Soyalp; O. Özçiçek; A. Maxim; D. Drăguş,D. Livaković; M. Müldür; S. Aziz; J. Oosterwolde; F. Kadıoğlu; İ. Yüksek; Fred; C. Ünder; S. Szymański; D. Tadić; (c) E. Džeko
23/24,Round 20,15/01/24,Galatasaray,Kayserispor,2,1,7.24,6.57,4-2-3-1,4-2-3-1,(c) F. Muslera; S. Boey; V. Nelsson; A. Bardakcı; B. A. Yılmaz; T. Ndombélé; L. Torreira; Tetê; D. Mertens; W. Zaha; H. Dervişoğlu,B. Bayazit; (c) G. Sazdağı; J. Attamah; A. Kocaman; H. A. Kaldırım; A. Karimi; Y. Ackah; A. B. Morte; M. E. Özbek; R. Civelek; S. Bahoken
23/24,Round 19,05/01/24,Gaziantep,Pendikspor,2,2,6.71,6.87,3-4-2-1,4-3-3,F. Niță; A. Kızıldağ; N. N'Koulou; (c) P. Djilobodji; M. Eskihellaç; M. Jevtović; O. Özçiçek; S. M'Bakata; L. Marković; A. Maxim; D. Drăguş,E. Canpolat; S. Asan; B. Sülüngöz; A. Öztürk; N. Sequeira; F. Midtsjø; A. Lusamba; G. Kaya; (c) H. Akbunar; E. Yardımcı; E. Taşdemir
23/24,Round 19,05/01/24,Antalyaspor,Alanyaspor,0,0,6.79,7.16,4-3-3,4-2-3-1,H. Leite; E. Yeşilyurt; (c) V. Sarı; Naldo; G. Vural; D. Šarić; J. Kałuziński; E. Rakip; S. Jehezkel; A. Buksa; Z. Bytyqi,E. Taşkıran; F. Hadergjonaj; N. Lima; F. Aliti; J. Balkovec; Richard Cândido; L. Fer; O. Aydın; J. Novais; Y. Özdemir; (c) E. Karaca
23/24,Round 19,05/01/24,Beşiktaş,Kasımpaşa,1,3,6.55,7.41,4-1-4-1,4-2-3-1,M. Günok; O. Bulut; (c) N. Uysal; B. Zaynutdinov; S. E. Terzi; A. Hadžiahmetović; M. Rashica; S. Uçan; G. Fernandes; S. Kilicsoy; J. Muleka,A. Gianniotis; C. Winck; T. U. Aydın; Y. Özcan; M. B. Ouanes; G. Gül; A. Kara; M. Fall; (c) H. Hajradinović; I. Gomis; N. Da Costa
23/24,Round 19,06/01/24,Rizespor,Hatayspor,2,0,7.08,6.71,4-2-3-1,4-2-3-1,(c) G. Akkan; M. T. Şahin; E. Topçu; S. A. Yasar; C. Højer; J. Shelvey; I. Olawoyin; B. Keser; D. Varešanović; A. Zeqiri; A. Gaich,(c) E. Kardeşler; K. Alıcı; B. Bekaroğlu; N. Maksimović; F. Ghoulam; G. Aburjania; G. Sağlam; F. Dele-Bashiru; A. Hodžić; Ö. F. Beyaz; C. Strandberg
23/24,Round 19,06/01/24,Başakşehir,Adana DS,0,0,7.05,6.94,4-1-4-1,4-4-2,(c) V. Babacan; L. Dubois; L. Duarte; O. Ba; L. Lima; B. Özcan; D. Türüç; M. Abeid; D. Pelkas; J. Figueiredo; K. Piątek,Ş. Mahammadaliev; İ. Çokçalış; S. Güler; P. A. Cissé; Y. Erdoğan; Y. Sarı; (c) B. Stambouli; É. Michut; D. Babajide; E. Akbaba; Nani
23/24,Round 19,06/01/24,Ankaragücü,Trabzonspor,0,1,6.89,7.05,4-2-3-1,4-2-3-1,B. H. Güngördü; A. Çankaya; (c) U. Radaković; N. Mujakić; M. Hanousek; A. K. Güneren; Pedrinho; O. Moruțan; E. Bekiroğlu; R. Cephas; F. Macheda,(c) U. Çakır; J. Stryger Larsen; R. Baniya; F. Benković; E. Elmalı; B. A. Özdemir; B. Mendy; E. Višća; A. Bakasetas; T. Fountas; P. Onuachu
23/24,Round 19,06/01/24,Samsunspor,Karagümrük,1,0,7.0,6.75,4-2-3-1,4-2-3-1,O. Kocuk; H. M. Tan; Ľ. Šatka; A. Öztürk; S. Gönül; T. Antalyalı; Y. A. Bennasser; C. Holse; L. Dimata; (c) E. Kılınç; M. Mouandilmadji,E. Bilgin; D. Biraschi; F. Ceccherini; I. Drešević; (c) M. Mercan; F. Paoletti; M. Rohdén; C. Keleş; V. Eysseric; G. Yalçın; K. Lasagna
23/24,Round 19,07/01/24,Kayserispor,Sivasspor,1,3,6.83,7.18,4-3-3,4-2-3-1,B. Bayazit; G. Sazdağı; J. Attamah; A. Kocaman; H. A. Kaldırım; A. Karimi; K. K. Yılmaz; M. Cardoso; A. B. Morte; S. Bahoken; (c) M. Thiam,A. Ş. Vural; A. Okumuş; A. Appindangoyé; C. Osmanpaşa; (c) U. Çiftçi; C. Charisis; H. Arslan; B. Koita; S. Sáiz; M. Barrow; R. Manaj
23/24,Round 19,07/01/24,İstanbulspor,Fenerbahçe,1,5,6.63,7.49,4-3-3,4-2-3-1,A. Arda; D. Duhaney; O. Erdoğan; M. Yeşil; (c) A. Yaşar; M. Sarıkaya; M. Vorobjovas; F. Loshaj; A. Ndao; V. Ethemi; Jackson,D. Livaković; M. Müldür; S. Aziz; J. Oosterwolde; F. Kadıoğlu; M. Crespo; İ. Yüksek; C. Ünder; S. Szymański; D. Tadić; (c) E. Džeko
23/24,Round 19,07/01/24,Galatasaray,Konyaspor,3,0,7.55,6.65,4-2-3-1,4-2-3-1,(c) F. Muslera; K. Ayhan; V. Nelsson; A. Bardakcı; B. A. Yılmaz; K. Demirbay; T. Ndombélé; W. Zaha; D. Mertens; K. Aktürkoğlu; H. Dervişoğlu,D. Ertaş; U. Yazğılı; A. Demirbağ; F. Calvo; (c) G. H. Sityá; O. Ülgün; S. Dikmen; L. Prip; A. Cicâldău; M. Moreno; N. Oliveira
23/24,Round 18,23/12/23,Sivasspor,İstanbulspor,1,0,7.11,6.74,4-1-4-1,4-3-3,A. Ş. Vural; A. Okumuş; C. Osmanpaşa; S. Camara; (c) U. Çiftçi; Y. Konak; B. Kapacak; C. Charisis; S. Sáiz; M. Barrow; R. Manaj,A. Arda; O. Erdoğan; M. Yeşil; S. Deli; (c) A. Yaşar; M. Sarıkaya; M. Vorobjovas; F. Loshaj; A. Ndao; V. Ethemi; Jackson
23/24,Round 18,23/12/23,Karagümrük,Gaziantep,0,3,6.54,7.1,4-2-3-1,3-4-2-1,E. Bilgin; F. Veseli; I. Drešević; F. Ceccherini; (c) M. Mercan; M. Rohdén; O. Shukurov; C. Keleş; V. Eysseric; K. Lasagna; G. Yalçın,F. Niță; A. Kızıldağ; N. N'Koulou; (c) P. Djilobodji; M. Eskihellaç; M. Jevtović; O. Özçiçek; S. M'Bakata; L. Marković; M. Gradel; D. Drăguş
23/24,Round 18,23/12/23,Trabzonspor,Başakşehir,1,1,6.99,6.72,4-2-3-1,4-1-4-1,(c) U. Çakır; J. Stryger Larsen; B. Mendy; S. Denswil; E. Elmalı; B. A. Özdemir; A. Bakasetas; E. Višća; A. Ömür; M. Trézéguet; P. Onuachu,(c) V. Babacan; L. Dubois; L. Duarte; O. Ba; L. Lima; B. Özcan; S. Gürler; M. Abeid; D. Pelkas; J. Figueiredo; K. Piątek
23/24,Round 18,24/12/23,Konyaspor,Kayserispor,2,0,7.11,6.61,4-2-3-1,4-2-3-1,P. Bernardoni; U. Yazğılı; A. Demirbağ; F. Calvo; (c) G. H. Sityá; S. Dikmen; O. Ülgün; L. Prip; A. Cicâldău; M. Moreno; S. Cikalleshi,B. Bayazit; G. Sazdağı; M. Hosseini; J. Attamah; H. A. Kaldırım; A. Karimi; K. K. Yılmaz; A. B. Morte; M. Cardoso; R. Civelek; (c) M. Thiam
23/24,Round 18,24/12/23,Adana DS,Antalyaspor,2,1,6.94,6.79,4-2-3-1,4-2-3-1,Ş. Mahammadaliev; İ. Çokçalış; S. Güler; P. A. Cissé; Y. Erdoğan; (c) B. Stambouli; É. Michut; Y. Sarı; E. Akbaba; D. Babajide; Y. Barası,A. Dadakdeniz; B. Balcı; (c) V. Sarı; Ö. Toprak; E. Yeşilyurt; J. Kałuziński; U. Akyol; E. Bilsel; S. v. d. Streek; Z. Bytyqi; A. Buksa
23/24,Round 18,24/12/23,Fenerbahçe,Galatasaray,0,0,7.0,6.83,4-2-3-1,4-2-3-1,D. Livaković; B. Osayi-Samuel; A. Djiku; J. Oosterwolde; F. Kadıoğlu; M. Crespo; İ. C. Kahveci; C. Ünder; S. Szymański; D. Tadić; (c) E. Džeko,(c) F. Muslera; S. Boey; V. Nelsson; A. Bardakcı; B. A. Yılmaz; K. Demirbay; L. Torreira; H. Ziyech; D. Mertens; K. Aktürkoğlu; M. Icardi
23/24,Round 18,25/12/23,Alanyaspor,Samsunspor,3,1,7.11,6.68,4-2-3-1,4-2-3-1,E. Taşkıran; F. Hadergjonaj; N. Lima; F. Aliti; J. Balkovec; Richard Cândido; L. Fer; O. Aydın; J. Novais; Y. Özdemir; (c) E. Karaca,O. Kocuk; Y. E. Çift; Ľ. Šatka; A. Öztürk; S. Gönül; Y. A. Bennasser; F. Tait; C. Holse; O. Ntcham; (c) E. Kılınç; M. Mouandilmadji
23/24,Round 18,25/12/23,Kasımpaşa,Rizespor,2,2,7.17,6.84,4-2-3-1,4-2-3-1,A. Gianniotis; C. Winck; K. Omeruo; S. Çiftpınar; Y. Özcan; G. Gül; A. Kara; M. Fall; (c) H. Hajradinović; M. B. Ouanes; N. Da Costa,(c) G. Akkan; M. T. Şahin; H. Alikulov; E. Topçu; C. Højer; J. Shelvey; I. Olawoyin; B. Keser; D. Varešanović; A. Zeqiri; A. Gaich
23/24,Round 18,25/12/23,Hatayspor,Beşiktaş,1,2,6.79,6.99,4-4-2,4-1-4-1,(c) E. Kardeşler; K. Alıcı; G. M. Kilama; N. Maksimović; R. Rivas; C. Strandberg; G. Sağlam; C. Massanga; F. Dele-Bashiru; Ö. F. Beyaz; R. Dadaşov,(c) M. Günok; O. Bulut; B. Zaynutdinov; O. Colley; A. Masuaku; D. Amartey; M. Rashica; S. Uçan; A. Hadžiahmetović; S. Kilicsoy; J. Muleka
23/24,Round 18,25/12/23,Pendikspor,Ankaragücü,1,1,6.95,6.73,4-2-3-1,4-2-3-1,(c) B. Öğür; S. Asan; B. Sülüngöz; A. Öztürk; N. Sequeira; A. Lusamba; F. Midtsjø; G. Kaya; Ó. Romero; H. Akbunar; A. Hassan,B. H. Güngördü; A. Çankaya; U. Radaković; N. Mujakić; M. Hanousek; A. K. Güneren; Pedrinho; O. Moruțan; E. Bekiroğlu; R. Cephas; (c) A. Sowe
23/24,Round 17,19/12/23,Başakşehir,Sivasspor,3,1,6.98,6.63,4-1-4-1,4-1-4-1,(c) V. Babacan; L. Dubois; L. Duarte; O. Ba; L. Lima; B. Özcan; D. Türüç; M. Abeid; D. Pelkas; J. Figueiredo; K. Piątek,A. Ş. Vural; A. Okumuş; C. Osmanpaşa; S. Camara; (c) U. Çiftçi; Y. Konak; B. Kapacak; C. Charisis; S. Sáiz; C. N'Jie; R. Manaj
23/24,Round 17,19/12/23,Gaziantep,Adana DS,2,2,6.98,7.03,3-4-3,4-2-3-1,F. Niță; A. Kızıldağ; N. N'Koulou; (c) P. Djilobodji; M. Eskihellaç; M. Jevtović; O. Özçiçek; S. M'Bakata; L. Marković; D. Drăguş; M. Gradel,Ş. Mahammadaliev; J. Svensson; S. Güler; P. A. Cissé; Y. Erdoğan; (c) B. Stambouli; B. Ndiaye; Y. Sarı; E. Akbaba; M. Niang; Y. Belhanda
23/24,Round 17,20/12/23,Kayserispor,Fenerbahçex2,3,4,6.61,6.79,4-2-3-1,4-2-3-1,B. Bayazit; G. Sazdağı; M. Hosseini; J. Attamah; H. A. Kaldırım; K. K. Yılmaz; A. Karimi; A. B. Morte; O. Kemen; M. Cardoso; (c) M. Thiam,D. Livaković; B. Osayi-Samuel; S. Aziz; A. Djiku; F. Kadıoğlu; İ. Yüksek; Fred; C. Ünder; S. Szymański; (c) D. Tadić; M. Batshuayi
23/24,Round 17,20/12/23,Antalyaspor,Kasımpaşa,0,0,6.78,7.06,4-3-3,4-2-3-1,A. Dadakdeniz; E. Yeşilyurt; (c) V. Sarı; Ö. Toprak; G. Vural; R. Safuri; J. Kałuziński; D. Šarić; S. Jehezkel; B. Assombalonga; Z. Bytyqi,A. Gianniotis; C. Winck; K. Omeruo; S. Çiftpınar; Y. Özcan; G. Gül; A. Kara; M. Fall; (c) H. Hajradinović; M. B. Ouanes; N. Da Costa
23/24,Round 17,20/12/23,Galatasaray,Karagümrük,1,0,7.09,6.79,4-2-3-1,4-2-3-1,G. Güvenç; S. Boey; V. Nelsson; A. Bardakcı; B. A. Yılmaz; K. Demirbay; L. Torreira; H. Ziyech; D. Mertens; (c) K. Aktürkoğlu; M. Icardi,E. Bilgin; F. Veseli; D. Biraschi; I. Drešević; (c) M. Mercan; S. Feghouli; M. Rohdén; R. Mendes; V. Eysseric; C. Keleş; K. Lasagna
23/24,Round 17,21/12/23,Rizespor,Pendikspor,5,1,7.11,6.36,4-2-3-1,4-2-3-1,(c) T. Çetin; M. T. Şahin; H. Alikulov; S. A. Yasar; C. Højer; J. Shelvey; I. Olawoyin; B. Keser; D. Varešanović; A. Zeqiri; A. Gaich,B. Öğür; (c) E. Özgenç; B. Sülüngöz; Welinton; N. Sequeira; J. Vuković; A. Lusamba; Thuram; F. Midtsjø; H. Akbunar; A. Hassan
23/24,Round 17,21/12/23,Samsunspor,Konyaspor,1,1,6.79,6.81,4-2-3-1,4-3-3,O. Kocuk; M. Tirpan; Ľ. Šatka; A. Öztürk; S. Gönül; Y. E. Çift; F. Tait; C. Holse; O. Ntcham; (c) E. Kılınç; M. Mouandilmadji,P. Bernardoni; A. Oğuz; A. Demirbağ; F. Calvo; (c) G. H. Sityá; S. Dikmen; U. Yazğılı; A. Cicâldău; L. Prip; S. Cikalleshi; M. Moreno
23/24,Round 17,21/12/23,Beşiktaş,Alanyaspor,1,3,6.55,6.99,4-1-4-1,4-2-3-1,M. Günok; O. Bulut; D. Amartey; O. Colley; A. Masuaku; A. Hadžiahmetović; J. Muleka; S. Uçan; A. Oxlade-Chamberlain; S. Kilicsoy; (c) C. Tosun,E. Taşkıran; L. Augusto; N. Lima; F. Aliti; J. Balkovec; Richard Cândido; L. Fer; O. Aydın; J. Novais; Y. Özdemir; (c) E. Karaca
23/24,Round 17,21/12/23,Ankaragücü,Hatayspor,0,0,6.97,6.96,4-2-3-1,4-2-3-1,B. H. Güngördü; A. Çankaya; (c) U. Radaković; N. Mujakić; A. Uludağ; A. K. Güneren; Pedrinho; R. Cephas; E. Bekiroğlu; O. Moruțan; R. Bajić,(c) E. Kardeşler; K. Alıcı; G. M. Kilama; N. Maksimović; E. Aksoy; G. Sağlam; G. Aburjania; R. Rivas; F. Dele-Bashiru; C. Strandberg; R. Dadaşov
23/24,Round 16,09/01/24,Alanyaspor,Ankaragücü,1,1,6.79,6.61,4-2-3-1,4-2-3-1,E. Taşkıran; F. Hadergjonaj; N. Lima; F. Aliti; J. Balkovec; Richard Cândido; L. Fer; O. Aydın; N. Janvier; Y. Özdemir; (c) E. Karaca,B. H. Güngördü; S. Kitsiou; (c) U. Radaković; N. Mujakić; M. Hanousek; A. K. Güneren; Pedrinho; O. Moruțan; E. Bekiroğlu; A. Chatzigiovanis; F. Macheda
23/24,Round 16,09/01/24,Pendikspor,Antalyaspor,0,1,6.8,7.01,4-2-3-1,4-3-3,E. Canpolat; S. Asan; B. Sülüngöz; A. Öztürk; N. Sequeira; F. Midtsjø; İ. Akdağ; L. Kappel; G. Kaya; (c) H. Akbunar; E. Yardımcı,H. Leite; B. Balcı; B. Öztürk; Ö. Toprak; (c) G. Vural; R. Safuri; E. Rakip; D. Šarić; E. Yeşilyurt; A. Buksa; Z. Bytyqi
23/24,Round 16,09/01/24,Rizespor,Beşiktaş,0,4,6.73,7.34,4-2-3-1,4-1-4-1,(c) G. Akkan; M. T. Şahin; E. Topçu; S. A. Yasar; C. Højer; J. Shelvey; I. Olawoyin; B. Keser; D. Varešanović; A. Zeqiri; A. Gaich,M. Günok; O. Bulut; T. T. Sanuç; B. Zaynutdinov; U. Meraş; D. E. Tıknaz; M. Rashica; A. Hadžiahmetović; G. Fernandes; S. Kilicsoy; (c) C. Tosun
23/24,Round 16,09/01/24,Kasımpaşa,Başakşehir,0,3,6.55,,4-2-3-1,4-1-4-1,A. Gianniotis; C. Winck; T. U. Aydın; Y. Özcan; M. B. Ouanes; G. Gül; A. Kara; M. Fall; (c) H. Hajradinović; I. Gomis; N. Da Costa,(c) V. Babacan; Ö. A. Şahiner; L. Duarte; J. Opoku; L. Lima; O. Ergün; D. Türüç; E. İlkhan; B. Özcan; S. Gürler; P. P. Keny
23/24,Round 16,10/01/24,Karagümrük,Kayserispor,4,1,7.19,6.65,4-2-3-1,4-2-3-1,E. Bilgin; F. Veseli; S. Dursun; I. Drešević; (c) M. Mercan; M. Rohdén; F. Paoletti; G. Yalçın; V. Eysseric; C. Keleş; K. Lasagna,B. Bayazit; G. Sazdağı; (c) D. Kolovetsios; A. Kocaman; H. A. Kaldırım; Y. Ackah; K. K. Yılmaz; A. B. Morte; A. Karimi; M. Thiam; S. Bahoken
23/24,Round 16,10/01/24,Hatayspor,Gaziantep,0,0,7.1,7.03,4-3-3,5-4-1,E. Kardeşler; K. Alıcı; G. M. Kilama; N. Maksimović; (c) K. A. Çörekçi; G. Aburjania; G. Sağlam; F. Dele-Bashiru; Ö. F. Beyaz; C. Strandberg; R. Rivas,F. Niță; S. M'Bakata; A. Kızıldağ; N. N'Koulou; E. Ersoy; J. Morais; M. Eskihellaç; M. Jevtović; O. Özçiçek; (c) A. Maxim; D. Drăguş
23/24,Round 16,10/01/24,Adana DS,İstanbulspor,2,2,6.95,6.94,4-4-2,3-4-2-1,Ş. Mahammadaliev; İ. Çokçalış; S. Güler; A. Gravillon; Y. Erdoğan; D. Babajide; (c) B. Stambouli; É. Michut; Nani; E. Akbaba; Y. Barası,A. Arda; O. Erdoğan; (c) M. Yeşil; S. Deli; D. Duhaney; M. Vorobjovas; F. Loshaj; R. Coly; A. Ndao; Jackson; V. Ethemi
23/24,Round 16,10/01/24,Fenerbahçe,Konyaspor,7,1,7.37,6.1,4-2-3-1,4-2-3-1,D. Livaković; M. Müldür; S. Aziz; J. Oosterwolde; F. Kadıoğlu; İ. Yüksek; Fred; İ. C. Kahveci; S. Szymański; J. King; (c) E. Džeko,D. Ertaş; A. Oğuz; A. Demirbağ; K. Demirtaş; (c) G. H. Sityá; U. Yazğılı; S. Dikmen; L. Prip; A. Cicâldău; M. Moreno; E. Gedikli
23/24,Round 16,11/01/24,Sivasspor,Galatasaray,1,1,7.11,6.97,5-3-2,4-2-3-1,A. Ş. Vural; A. Okumuş; C. Osmanpaşa; A. Appindangoyé; S. Camara; U. Çiftçi; R. Kvet; C. Charisis; (c) H. Arslan; B. Koita; M. Barrow,(c) F. Muslera; A. T. Bülbül; V. Nelsson; A. Bardakcı; K. Karataş; K. Demirbay; L. Torreira; K. Aktürkoğlu; D. Mertens; W. Zaha; H. Dervişoğlu
23/24,Round 16,11/01/24,Trabzonspor,Samsunspor,2,1,7.12,6.88,4-2-3-1,4-2-3-1,(c) U. Çakır; J. Stryger Larsen; R. Baniya; F. Benković; E. Elmalı; B. A. Özdemir; B. Mendy; E. Višća; A. Bakasetas; T. Fountas; P. Onuachu,O. Kocuk; H. M. Tan; Ľ. Šatka; A. Öztürk; S. Gönül; Y. A. Bennasser; T. Antalyalı; M. Gümüşkaya; C. Holse; (c) E. Kılınç; M. Mouandilmadji
23/24,Round 15,08/12/23,Galatasaray,Adana DS,3,1,7.22,6.73,4-2-3-1,4-2-3-1,(c) F. Muslera; S. Boey; V. Nelsson; A. Bardakcı; B. A. Yılmaz; K. Demirbay; L. Torreira; Tetê; D. Mertens; K. Aktürkoğlu; M. Icardi,Ş. Mahammadaliev; J. Svensson; (c) S. Güler; P. A. Cissé; Y. Erdoğan; E. Akbaba; B. Ndiaye; Y. Sarı; Y. Belhanda; Nani; M. Niang
23/24,Round 15,09/12/23,Antalyaspor,Karagümrük,2,1,6.69,6.78,4-2-3-1,4-2-3-1,A. Dadakdeniz; B. Balcı; (c) V. Sarı; Ö. Toprak; E. Yeşilyurt; E. Rakip; D. Šarić; S. Jehezkel; R. Safuri; Z. Bytyqi; A. Buksa,M. Dituro; F. Veseli; D. Biraschi; F. Ceccherini; (c) M. Mercan; S. Feghouli; O. Shukurov; R. Mendes; V. Eysseric; C. Keleş; G. Yalçın
23/24,Round 15,09/12/23,Samsunspor,Kasımpaşa,4,2,6.95,6.59,4-2-3-1,4-2-3-1,O. Kocuk; M. Tirpan; Ľ. Šatka; A. Öztürk; S. Gönül; T. Antalyalı; F. Tait; C. Holse; O. Ntcham; (c) E. Kılınç; M. Mouandilmadji,A. Gianniotis; C. Winck; G. Gül; Y. Özcan; T. D. Aksu; A. Kara; D. Saddiki; M. Fall; (c) H. Hajradinović; M. B. Ouanes; J. Ngoy
23/24,Round 15,09/12/23,Beşiktaş,Fenerbahçe,1,3,6.52,7.1,4-1-4-1,4-2-3-1,M. Günok; O. Bulut; E. Bailly; D. Amartey; U. Meraş; (c) N. Uysal; J. Muleka; G. Fernandes; A. Oxlade-Chamberlain; A. Rebić; C. Tosun,D. Livaković; B. Osayi-Samuel; S. Akaydın; A. Djiku; F. Kadıoğlu; M. Crespo; Fred; İ. C. Kahveci; S. Szymański; D. Tadić; (c) E. Džeko
23/24,Round 15,10/12/23,İstanbulspor,Alanyaspor,0,1,6.69,7.37,4-2-3-1,4-2-3-1,A. Arda; D. Duhaney; O. Erdoğan; S. Deli; (c) A. Yaşar; M. Sarıkaya; F. Loshaj; A. Ndao; Jackson; V. Ethemi; E. K. Gültekin,E. Taşkıran; L. Augusto; N. Lima; F. Aliti; Y. Özdemir; Richard Cândido; J. Novais; O. Aydın; (c) E. Karaca; P. Sisto; S. Córdova
23/24,Round 15,10/12/23,Başakşehir,Hatayspor,1,0,6.84,6.9,4-1-4-1,4-1-4-1,V. Babacan; L. Dubois; L. Duarte; J. Opoku; (c) L. Lima; B. Özcan; D. Türüç; M. Abeid; D. Pelkas; J. Figueiredo; K. Piątek,(c) E. Kardeşler; K. Alıcı; G. M. Kilama; B. Bekaroğlu; C. Demir; C. Massanga; C. Strandberg; F. Dele-Bashiru; Ö. F. Beyaz; R. Rivas; R. Dadaşov
23/24,Round 15,10/12/23,Kayserispor,Pendikspor,2,0,7.09,6.77,4-2-3-1,4-2-3-1,B. Bayazit; G. Sazdağı; M. Hosseini; J. Attamah; H. A. Kaldırım; O. Kemen; A. Karimi; A. B. Morte; M. Cardoso; R. Civelek; (c) M. Thiam,E. Canpolat; (c) E. Özgenç; B. Sülüngöz; Welinton; N. Sequeira; A. Lusamba; G. Kaya; Thuram; F. Midtsjø; H. Akbunar; E. Yardımcı
23/24,Round 15,10/12/23,Gaziantep,Trabzonspor,1,3,6.67,7.12,4-2-3-1,4-1-4-1,F. Niță; M. Eskihellaç; N. N'Koulou; (c) P. Djilobodji; J. Morais; J. Bikel; O. Özçiçek; L. Marković; A. Maxim; O. Çağlayan; D. Drăguş,(c) U. Çakır; J. Stryger Larsen; B. Mendy; S. Denswil; E. Elmalı; B. A. Özdemir; E. Višća; A. Bakasetas; A. Ömür; M. Trézéguet; P. Onuachu
